,loss,accuracy,val_loss,val_accuracy
0,0.6937825679779053,0.5018315315246582,0.6938819289207458,0.4743589758872986
1,0.6944497227668762,0.4981684982776642,0.6938754320144653,0.4743589758872986
2,0.6928956508636475,0.5045787692070007,0.6938742995262146,0.4743589758872986
3,0.6937739849090576,0.5137362480163574,0.6938718557357788,0.4743589758872986
4,0.6949990391731262,0.5100732445716858,0.6938689351081848,0.4743589758872986
5,0.6934115886688232,0.5073260068893433,0.6938608288764954,0.4743589758872986
6,0.6943217515945435,0.5045787692070007,0.6938582062721252,0.4743589758872986
7,0.6920296549797058,0.511904776096344,0.6938554048538208,0.4743589758872986
8,0.6933467984199524,0.5064102411270142,0.693854033946991,0.4743589758872986
9,0.6936151385307312,0.5100732445716858,0.6938498616218567,0.4743589758872986
10,0.6934337019920349,0.5064102411270142,0.6938496828079224,0.4743589758872986
11,0.6938719749450684,0.5109890103340149,0.6938497424125671,0.4743589758872986
12,0.6932682991027832,0.5155677795410156,0.693848192691803,0.4743589758872986
13,0.6927735209465027,0.5100732445716858,0.6938434839248657,0.4743589758872986
14,0.694603443145752,0.5,0.6938421726226807,0.4743589758872986
15,0.6957502365112305,0.49358972907066345,0.6938385963439941,0.4743589758872986
16,0.6930989623069763,0.5137362480163574,0.693833589553833,0.4743589758872986
17,0.6930022239685059,0.49633699655532837,0.6938270926475525,0.4743589758872986
18,0.6939790844917297,0.49542123079299927,0.6938246488571167,0.4743589758872986
19,0.6937862038612366,0.5073260068893433,0.6938259601593018,0.4743589758872986
