,loss,accuracy,val_loss,val_accuracy
0,0.6953598260879517,0.47252747416496277,0.6926989555358887,0.5641025900840759
1,0.6929658651351929,0.5018315315246582,0.6927018165588379,0.561965823173523
2,0.6928216218948364,0.5183150172233582,0.692699670791626,0.561965823173523
3,0.694186806678772,0.48260071873664856,0.692703366279602,0.557692289352417
4,0.6925995945930481,0.48076921701431274,0.6927037835121155,0.5555555820465088
5,0.694541871547699,0.48351648449897766,0.6927142143249512,0.5363247990608215
6,0.6947253942489624,0.46794870495796204,0.6927225589752197,0.5405982732772827
7,0.6946067214012146,0.488095223903656,0.6927323341369629,0.5470085740089417
8,0.6935291886329651,0.5183150172233582,0.6927362680435181,0.5320512652397156
9,0.6940908432006836,0.49450549483299255,0.692749559879303,0.5320512652397156
10,0.6937730312347412,0.4972527325153351,0.6927496790885925,0.5320512652397156
11,0.6939527988433838,0.5091575384140015,0.6927550435066223,0.5256410241127014
12,0.6933667063713074,0.49267399311065674,0.6927541494369507,0.5235042572021484
13,0.6923980712890625,0.5155677795410156,0.6927539706230164,0.5213675498962402
14,0.6925899982452393,0.5064102411270142,0.6927547454833984,0.5213675498962402
15,0.6934536695480347,0.5128205418586731,0.6927600502967834,0.502136766910553
16,0.6942997574806213,0.4661172032356262,0.6927646994590759,0.502136766910553
17,0.6933104395866394,0.5054945349693298,0.6927735805511475,0.49358972907066345
18,0.6935429573059082,0.4908424913883209,0.6927824020385742,0.4871794879436493
19,0.6940976977348328,0.5009157657623291,0.6927825212478638,0.4871794879436493
