,loss,accuracy,val_loss,val_accuracy
0,0.6936883330345154,0.5045787692070007,0.6929857134819031,0.5085470080375671
1,0.6919533014297485,0.5247252583503723,0.6929818391799927,0.497863233089447
2,0.6932709813117981,0.49633699655532837,0.6929821372032166,0.5106837749481201
3,0.6944130063056946,0.488095223903656,0.6929822564125061,0.5085470080375671
4,0.6949442625045776,0.4972527325153351,0.6929773688316345,0.5085470080375671
5,0.695118248462677,0.48351648449897766,0.6929742097854614,0.5106837749481201
6,0.6920318603515625,0.5457875728607178,0.6929764151573181,0.5085470080375671
7,0.6962118744850159,0.47893771529197693,0.6929741501808167,0.5085470080375671
8,0.6950504779815674,0.49450549483299255,0.692973792552948,0.497863233089447
9,0.6938167214393616,0.4990842342376709,0.6929665803909302,0.5106837749481201
10,0.6942163109779358,0.49267399311065674,0.6929625868797302,0.5149572491645813
11,0.6924138069152832,0.5137362480163574,0.6929635405540466,0.5299145579338074
12,0.6963708400726318,0.47069597244262695,0.692958652973175,0.5299145579338074
13,0.6927002668380737,0.5054945349693298,0.6929561495780945,0.5256410241127014
14,0.6930492520332336,0.5027472376823425,0.6929528713226318,0.5363247990608215
15,0.6937746405601501,0.49450549483299255,0.692957878112793,0.5277777910232544
16,0.6913236379623413,0.523809552192688,0.6929598450660706,0.5277777910232544
17,0.6942092776298523,0.5082417726516724,0.6929547190666199,0.5299145579338074
18,0.6926800012588501,0.5201465487480164,0.6929488778114319,0.5341880321502686
19,0.6928195357322693,0.4990842342376709,0.6929526329040527,0.5341880321502686
