,loss,accuracy,val_loss,val_accuracy
0,0.6989871263504028,0.49358972907066345,0.6928934454917908,0.5341880321502686
1,0.6983515620231628,0.4871794879436493,0.6929135918617249,0.5341880321502686
2,0.6967962384223938,0.5018315315246582,0.6929415464401245,0.5213675498962402
3,0.6977695226669312,0.49175822734832764,0.6929670572280884,0.5256410241127014
4,0.6966720223426819,0.48260071873664856,0.6929883360862732,0.5235042572021484
5,0.697573721408844,0.48351648449897766,0.6930126547813416,0.5277777910232544
6,0.6955989003181458,0.5054945349693298,0.6930310130119324,0.5277777910232544
7,0.6978759169578552,0.4871794879436493,0.6930598020553589,0.5277777910232544
8,0.6959075927734375,0.49267399311065674,0.6930761337280273,0.5213675498962402
9,0.698339581489563,0.4981684982776642,0.693096935749054,0.5128205418586731
10,0.6962183117866516,0.4871794879436493,0.6931145191192627,0.5170940160751343
11,0.6948005557060242,0.4981684982776642,0.693138599395752,0.5085470080375671
12,0.6968892812728882,0.5,0.6931553483009338,0.5128205418586731
13,0.6940945982933044,0.5054945349693298,0.6931727528572083,0.5064102411270142
14,0.7005550861358643,0.47161170840263367,0.6931938529014587,0.5106837749481201
15,0.6958738565444946,0.5018315315246582,0.6932159066200256,0.5128205418586731
16,0.6964867115020752,0.488095223903656,0.6932424306869507,0.5192307829856873
17,0.6989465355873108,0.47985348105430603,0.6932678818702698,0.5170940160751343
18,0.6965726017951965,0.49542123079299927,0.693293035030365,0.5128205418586731
19,0.6953186392784119,0.488095223903656,0.6933109164237976,0.5299145579338074
